motion_energy_first_person,motion_energy_second_person,frames
2870.8414893670783,1475.3816345125329,443
2579.5853460482194,2325.729950809172,444
2934.100818505687,2266.274331311269,445
3047.9104247497226,2335.2767789636346,446
2455.197691086955,2345.8468429854656,447
2459.1351720940133,2425.9905077593103,448
2215.137651479071,2422.117019483594,449
2246.353731804652,2370.7807394951096,450
2573.127309536247,2276.696515657366,451
2678.3821514773445,2273.6855687185175,452
2883.2988164036346,2359.08147550621,453
2645.944856694349,2313.914066597199,454
2644.482180122879,2396.006887552402,455
2641.178572542328,2273.6520349862108,456
2645.7947420865403,2190.522070340643,457
2932.5004595144233,2277.48104153381,458
2866.1439727726797,2275.3994868382583,459
3168.408263223328,2275.9662836985344,460
2969.758808139206,2234.783721493727,461
2719.3747788180717,2280.7017224103893,462
2662.4312374004417,2365.9740598790854,463
2730.321378418244,2281.5032765692245,464
2721.5401110408243,2280.549077074796,465
2774.9080335712533,2321.1817559598358,466
2722.221302808045,2278.602275820553,467
2684.0532878321483,2280.700053241799,468
2686.9890385379304,2230.4070530193108,469
2667.4286427724082,2218.784463109691,470
2765.4213563373237,2180.1302689026056,471
2769.640430185755,2283.753987596945,472
2834.5265191376825,2426.734188952648,473
2734.9820999544336,2380.779779766942,474
2743.3699523436776,2369.6457962850886,475
2906.400043147454,2326.714009988337,476
2654.0606441142513,2409.829188500216,477
2677.8367412809184,2389.4772947605047,478
2882.825514787534,2431.8846346603564,479
2645.167167166141,2287.12223556373,480
2641.321220975886,2282.4449673814593,481
2642.2469774403667,2389.906236096076,482
2642.5255367359687,2133.9732579563406,483
3232.4572928718226,2396.878910931086,484
2968.2839996293924,2362.410781298884,485
2718.2421456463885,2362.15487604986,486
2879.724965594395,2369.9739383755023,487
2884.1224568025814,2278.793288440638,488
2888.077874883927,2430.8578364827645,489
2409.398741312888,2443.396467253223,490
2212.7685467001593,2184.1914902021053,491
2474.893350714636,2415.0517241464486,492
2827.891694114846,2446.6502432371544,493
2611.672234780485,2217.6135582157453,494
2595.130500117654,2389.5064812406954,495
3242.150251541649,2331.8361811952395,496
2983.1597525149296,2268.7214116344485,497
2725.277572315489,2343.4933470380897,498
2671.24941710913,2349.6660174256363,499
2740.9292242987167,2433.6883918226117,500
2878.094351812971,2431.1874754034952,501
2378.7693474428597,2386.4645463470993,502
2445.9570401490905,2372.5655343701874,503
2390.19300444124,2324.8630258000458,504
2876.490126906741,2407.662038446224,505
2724.559801165197,2390.466822837089,506
2878.334588721228,2433.348470348178,507
2396.648384149139,2392.8529350108374,508
2200.5321432848496,2140.918223193201,509
2878.3107619682414,2404.708424400071,510
2914.312832141222,2281.7555595229014,511
2876.6809035256692,2291.6028568254483,512
2200.88798964998,2297.2048525901237,513
2470.264819003368,2215.623108102704,514
2470.4333893634957,2478.4767592034796,515
2293.625434386655,2222.749241297535,516
2591.790899711471,2186.2299687899717,517
3235.362190467201,2293.5614547483106,518
2978.878825964637,2437.454620182264,519
2722.7473833552926,2402.407657071586,520
2668.5253166299876,2148.566402669708,521
2736.1195957788123,2407.3143391340523,522
2727.8761769738912,2367.791337410818,523
2787.835019055371,2371.7696807270368,524
2733.6637327710027,2377.278054946184,525
2695.215713584614,2244.6323037614375,526
2875.146170338038,2169.9047844812376,527
2881.6651306368426,2214.8674344471874,528
2700.7530824846417,2292.9858441201527,529
2674.4019817474036,2406.019133568706,530
2768.995866533408,2290.7865192963495,531
3055.7205956549537,2212.386133799747,532
2843.264981340637,2476.7534737326623,533
2035.7266655418325,2288.6808784068958,534
2403.178502131907,2138.3043539445266,535
2883.034543994729,2289.655653377445,536
2720.1754721616294,2473.4095158599207,537
2879.8655710088847,2213.9566865661736,538
2875.351157510238,2177.5032804944517,539
2876.4061974096603,2288.448573345348,540
2398.6428684505,2433.093784309163,541
2440.8546096670552,2397.110409837459,542
2421.685530745656,2141.229575926656,543
2876.254211097316,2406.8058892136087,544
2692.67668665463,2367.957475368667,545
2672.2244675485376,2368.798866046416,546
2876.8709704798052,2380.8884166255298,547
2444.1810906989303,2284.099120394927,548
2878.2117569091884,2438.262507114089,549
2877.760593886361,2451.819190581857,550
2418.6392586374022,2191.175241982834,551
2423.011138894617,2291.1331130200783,552
2387.984660691352,2286.3908373123563,553
2331.541488653787,2419.3667196647802,554
2387.308395180292,2448.8238959213945,555
2376.111666219345,2227.4098260613923,556
2442.5627540110763,2393.7072130670363,557
2385.3372436659693,2285.594746777809,558
2197.308100982848,2214.8803692881643,559
2469.702771362226,2384.237750777523,560
2465.1060573261957,2286.4506599425595,561
2466.7410820005603,2224.760768101944,562
2470.5863529971957,2289.6407758836613,563
2467.988917478122,2291.5185546686207,564
2472.5028572208435,2288.227913211844,565
2299.7485336370387,2386.7859642706244,566
2885.066084117205,2165.326712921556,567
3058.4094137087454,2192.0428903746,568
2054.9082919458365,2290.346652117759,569
2882.6103911833247,2426.788544602353,570
2888.9785642665615,2451.7149342153957,571
2605.8341871388943,2289.272261404579,572
2900.723964077767,2170.824650852515,573
2654.189661739094,2293.291439035916,574
2653.0750606849306,2291.217416097656,575
2657.4395117938448,2194.694554473801,576
2658.41306153031,2428.4987327541926,577
2943.138383421518,2168.082427509536,578
2887.514538143791,2184.154204374064,579
3187.6991807755676,2295.73692433914,580
2947.817740839356,2169.590226435907,581
2481.030657104498,2214.1988191574737,582
2478.48340686033,2481.9828216263645,583
2478.5249203608337,2224.0936263809945,584
2478.9168760632315,2186.8141495099626,585
2479.8770630991057,2232.6496967522794,586
2480.444043136933,2214.2977700777874,587
2488.9750264214176,2295.1139941213346,588
2253.0480837143914,2251.216984916214,589
2450.81907378098,2298.0046799284446,590
2478.3679426736485,2297.548891203709,591
2206.844239270214,2236.535501906873,592
2367.5393698322837,2299.6036766380535,593
2395.75215917298,2297.5111228941396,594
2087.1379178971633,2297.363539418421,595
2043.2784245074458,2395.271062512891,596
2402.672416718707,2378.735042466435,597
2448.828943176824,2334.0409073042356,598
2434.590875206827,2418.4646844639788,599
2439.0939348870565,2403.5937140489773,600
2400.0786623661215,2439.7179997402063,601
2354.1738215856526,2298.1339786750286,602
2402.5368372909193,2294.5258515294245,603
2394.185805198483,2400.845947807594,604
2458.605965550558,2291.780589484462,605
2401.466040064389,2220.290510192892,606
2214.014167065758,2180.6387220206984,607
2475.2236483027355,2220.7666321687225,608
2476.4508213854947,2209.5781948317876,609
2472.5680106453938,2285.9945926548016,610
2473.9349233777216,2244.252435787811,611
2473.7179038884697,2229.4804948587453,612
2464.845644593046,2183.9895544744427,613
2289.4692684932834,2176.961838677116,614
2869.051559202771,2257.030581773787,615
2867.765238669042,2266.9776891960064,616
2581.905269968548,2335.465327172166,617
2664.6331799207296,2273.4585648468637,618
2954.126743033216,2216.9129116520817,619
2872.511193281258,2386.379961836981,620
2583.391307151788,2161.40046530291,621
2958.4813065561516,2188.4563272902737,622
3050.0825903578607,2422.02081185597,623
2462.2770452976697,2164.4509546652607,624
2457.263096683129,2179.0180535377926,625
2461.772693273073,2286.99758206519,626
2230.0941588920778,2163.78913847371,627
2420.914227957027,2209.9867742708193,628
2276.0115626799093,2477.9352894454078,629
2868.9443872507295,2215.235245656349,630
2869.314104357191,2182.106889554112,631
2583.8681816265193,2222.5586483725083,632
2676.7698883432786,2201.974276685549,633
2703.55813076445,2284.2524502899,634
2903.340834352029,2241.9691286599946,635
2672.0452036759198,2291.835695274882,636
2664.67817029924,2293.5815928419643,637
2657.217312191835,2294.5420528091713,638
2660.6419958692527,2378.009737265016,639
3247.9820091166102,2332.1595590146803,640
3002.3179555524116,2291.905220852368,641
2744.442088093337,2290.5066109199965,642
2685.888153754186,2410.960434800771,643
2755.845171897952,2292.0570934603415,644
2746.3541542606745,2209.2699337569798,645
2797.3613289161076,2291.0831566799857,646
2740.100340094468,2249.062261607113,647
2706.898554869077,2232.9159734974996,648
2709.1921648791745,2192.096938163678,649
2688.33675511937,2183.458486234893,650
2789.923757818473,2295.6295998484857,651
2789.0346839823087,2296.6857189180187,652
2851.506485839147,2294.5114790066254,653
2746.091602754034,2444.019952901895,654
2763.7084032081084,2435.6399510018123,655
3236.6659514575804,2394.2417519874843,656
2878.7608842591644,2380.5768167308147,657
2583.5528061674036,2336.91990513904,658
2680.3262279591218,2416.1514670883066,659
2734.9153508773325,2397.0458373296738,660
2982.6851561420253,2439.9132160922445,661
4435.495959963351,2402.370655801609,662
3596.133310640139,2140.3221842152643,663
3463.058433926362,2408.946412371282,664
2687.9648577418548,2373.8006766872045,665
2783.7932323960767,2373.321766295058,666
2764.228683378083,2381.291736691244,667
2816.665369403173,2283.5165713477427,668
2765.301632614868,2439.5718843054797,669
2744.2948094225903,2457.6499494451755,670
2789.3270500690237,2199.3481080018464,671
2708.1578269438282,2431.434041076709,672
2803.0768375267676,2454.463538842296,673
2784.149140093344,2237.5407868172933,674
2858.4400480758063,2403.4715287908884,675
2746.705489259651,2346.6028963951712,676
2754.089773326843,2285.59055039679,677
1161.3849155600353,2357.344130225377,678
1851.6163951368108,2366.2729184129257,679
2663.8981026292367,2298.13527621802,680
2699.3558632470854,2297.8581944906346,681
2886.0955408092436,2449.8930933089746,682
2664.859462004349,2440.9050499624955,683
2660.129624249668,2400.9409536960306,684
2672.8723628984912,3199.2035343248235,685
2690.2101552891804,3434.1088883908174,686
3283.33606620122,2972.269213515503,687
3039.889675986492,3532.382999360427,688
2762.379316816096,2375.172837764584,689
2693.4140868426684,2379.6080245153657,690
2774.31476810925,2386.8057917488213,691
2908.2061916814882,2283.1714206211414,692
2412.5407770671036,2438.7959448016472,693
2925.122599774313,2453.844666008857,694
2793.5841547946243,2195.8941123043223,695
2892.4368190682826,2429.39631687704,696
2399.364132905755,2450.761691509821,697
2474.337792101085,2233.531983866361,698
2408.6984882469137,2398.9649355382912,699
3135.999997933806,2344.310174985381,700
3872.3309177451556,2280.831561097283,701
3516.6533024355167,2350.2351695529806,702
2930.922483133003,1388.4099874977537,703
2940.25491884709,981.1681112092161,704
2823.238948732014,2445.4012494675726,705
2938.100351575725,2436.9900337542017,706
2942.988017021785,2394.6323082654317,707
2813.57616675464,2379.4615660047475,708
2853.8751613530053,2334.9859514908544,709
2928.903052402111,2415.396614210383,710
2931.37497082252,2400.9641170029995,711
2802.978627188411,2439.159092413801,712
2775.88347275396,2402.701731862175,713
3173.849095784303,2143.9582312985553,714
3872.6361464517754,2411.1284159011543,715
3843.0236753255126,2368.0582217390997,716
3865.6315603838366,2376.619846955091,717
3859.0914862580075,2382.984532579559,718
4038.0908425749,2251.097460004937,719
3568.9443845350897,2211.1130677219176,720
4403.355244511113,2375.4364548629064,721
3941.822066198138,2385.795567996186,722
3772.0047173842495,2255.900285775344,723
3711.8779052395685,2173.6030643907116,724
3722.1619296459903,2220.5316159610134,725
3753.2065233973867,2499.5676819302234,726
3832.1920365995875,2797.114120246139,727
3830.4095365916896,2537.475509882175,728
3987.1676917034947,2298.706936989938,729
3815.7423001573884,2307.6654157624257,730
3774.8710969780755,2386.573870658468,731
2705.8028295653053,2395.156250722731,732
